"song","tags"
"Into A Dream-JP","moody,Vocals,Vocalist,Female,Emotional,Heartfelt,Earnest,Sentimental"
"In The Shadows 007-JP","moody,Vocals,Vocalist,Female,Emotional,Heartfelt,Earnest,Sentimental"
"Lost At Sea 003-JP","moody,Vocals,Vocalist,Female,Emotional,Heartfelt,Earnest,Sentimental"
"Only You 002-JP","moody,Vocals,Vocalist,Female,Emotional,Heartfelt,Earnest,Sentimental,Gospel,Church,Jesus,Christian,Worship,Choral"
"The Only Way Is Up-JP","60s,Throwback,Rock n Roll,Indie,Hip,Hipster,Fashion"
"Flight Or Fright-MG-JP","shoreline tension,Tense Moment,going wrong,Troubled,problems brewing,Anxiety,Worried,high prices"
"Winnerz Circle-JP","Swagger,Strut,Ghetto,Urban,Trap,Southern Hip Hop"
"Marching To Doom-MG-JP","shoreline tension,Tense Moment,going wrong,Troubled,problems brewing,Anxiety,Worried,high prices"
"New Devilry-MG-JP","groovy upbeat,solid groove,quirky underscore,Up to Something,light hearted funky,funny environment,Beachfront Bargain Hunt"
"Tis A Groovy Thang-MG-JP","groovy upbeat,solid groove,quirky underscore,Up to Something,light hearted funky,funny environment,Beachfront Bargain Hunt"
"The King of Heartz-JP","Swagger,Strut,Ghetto,Urban,Trap,Southern Hip Hop,pick up the phone"
"Beer Drinking Days are Done-MG-JP","upbeat biker rock,Motorcycles,on the hunt,friendly bikers,friendly tough guys,Restoration,Fixer Upper,On the Prowl,Roadtrip,Fun in the Sun,upbeat rock"
"Space Invaderz-JP","Swagger,Strut,Ghetto,Urban,Trap,Southern Hip Hop"
"Jupiter 002-JP","Swagger,Strut,Ghetto,Urban,Trap,Southern Hip Hop"
"Johnny Cage-JP","Swagger,Strut,Ghetto,Urban,Trap,Southern Hip Hop"
"Ice Cream Dreamz-JP","baller,Strut,Chill,Urban,Confident,Sexy,lux,Luxury"
"Getaway 004-JP","Chill,Cool,Confident,Strut,Hip,Hipster"
"Body Snatcherz-JP","Swagger,Strut,Ghetto,Urban,Trap,Southern Hip Hop"
"Dude Rocks-JP","Adrenaline, advertising,Driving,90s,Car Commercial,Extreme Sports"
"Drum Gods-JP","Advertising,African Drums,Building,Claps,Exciting,Energetic,Tribal,African,Sizzle,Olympics,Tribe,Sports"
"Slik-JP","Chill,Smooth,80s,Sexy,Confident,Throwback"
"Inferno 004-JP","Epic,Sports,Rocky,Miami Vice,80s,1980s"
"Great Feedback-MG-JP","upbeat biker rock,Motorcycles,on the hunt,friendly bikers,friendly tough guys,Restoration,Fixer Upper,On the Prowl,Roadtrip,Fun in the Sun,upbeat rock"
"Sound Splash-JP","Energetic,Build Up,multiple build ups,Exciting,Young,Hip,Club,Fashion"
"Ok Son-JP","Proud,Fashion,Flashy,Tough,Urban,Street"
"4 Work-JP","Overcoming,Tough,Proud,Strut,Determined,Pensive"
"Get Some 004-JP","Proud,Fashion,Flashy,Tough,Urban,Street"
"With A Pornstar-JP","Proud,Fashion,Flashy,Tough,Urban,Street"
"Burn 007-JP","Determined,Proud,Overcoming,Inner strength,Strong,strong willed"
"Preach Mutha-JP","Proud,Fashion,Flashy,Tough,Urban,Street"
"Comedy Drum Jam-JP","Comedy,Drums,Quirky,Laugh,stunt,Funny,Hilarious,30 Rock"
"Bones 006-JP","Moving,Emotional,Motivational,Feelings,Overcoming,Inner Turmoil"
"Stabzero Cash-JP","Proud,Fashion,Flashy,Tough,Urban,Street"
"Wild Western 001-JP","Proud,Fashion,Flashy,Tough,Urban,Street"
"LS Lightly Creep 001-JP","Trouble,Dangerous,plodding,Attack,heavy moment,Heavy Tension,Nervous,Anxious"
"LS Heavy Kill 001-JP","Trouble,Dangerous,plodding,Attack,heavy moment,Heavy Tension,Nervous,Anxious"
"LS Heavy IRL-JP","Trouble,Dangerous,plodding,Attack,heavy moment,Heavy Tension,Nervous,Anxious"
"LS Getcha-JP","Trouble,Dangerous,plodding,Attack,heavy moment,Heavy Tension,Nervous,Anxious"
"Beautiful Soft Christmas-JP","Bright,cheerful,Cheery,Christmas,Xmas,Holidays"
"Sentimental Soft Underscore-JP","Fairy Tale,Light,Sweet,magical,Surreal,Children,Kids"
"Drop Some Knowledge-JP","Sexy,hip hop underscore,geeking out,reality bed,laid back hip hop,classic vibes,quirky turnt,Ratchet,Trap"
"Ambient Chill Swing Full-JP","jazz,Relaxed,Cool,Lounge,Laid Back,reflective"
"Touchdown Interlude-JP","Laid Back,Beat,Chill,Confident,Positive,Proud,Triumphant"
"The Siren 001-JP","Laid Back,Smooth,Cool,Confident,Chill,Sexy,R&B"
"Serious Feat Nicholas Ryan Gant-JP","Chill,Sexy,Laid Back,Sleek,Sex,Romantic,Smooth"
"Ride Feat King Maddadan-JP","Love,Romantic,Caribbean,afro,AfroBeat,Sexy,Chill"
"Moon & Back Feat Steven J. Collins-JP","Chill,Sexy,Laid Back,Smooth,Love,Romantic,Romance"
"Like Him Feat CM3 & Eli Groves-JP","Trap,Beat,Cool,Confident,cocky,Dirty South,Atlanta,Chill,Laid Back"
"Hold it Down Feat Cruzer Santana-JP","Trap,Chill,Southern Hip Hop,Tough,Street,Ghetto"
"Get It Wanna Be-JP","Trap,Beat,Cool,Confident,cocky,Dirty South,Atlanta,NBA,Basketball"
"Game 003-JP","Trap,Beat,Cool,Confident,cocky,Dirty South,Atlanta,NBA,Basketball"
"Extra-JP","Trap,Beat,Cool,Confident,cocky,Dirty South,Atlanta"
"Birdz of a Feather-JP","Swagger,Strut,Ghetto,Urban,Trap,Southern Hip Hop"
"Bandz-JP","Swagger,Strut,Ghetto,Urban,Trap,Southern Hip Hop"
"Cash Issue-JP","Building,Upbeat,Positive,Swinging,Chill,Cool"
"Pensive Mind-JP","Thinking,Decisions,Regret,Contemplate,Serious,Dramatic,Mystery,Mysterious"
"Dark Bathroom-JP","Argument,Dispute,Heavy,Tough,Strut,Proud"
"The Internship-JP","Serious,Strut,Confident,Proud,cocky,driven"
"Timeline 003-JP","Thought,Searching,mindful,questions,Thinking,introspective,Pensive,Hip Hop"
"Trapped Spirit-JP","Strut,Light Tension,Strutting,Swagger,Serious,Driving"
"Glick be Creepin-JP","Sexy,hip hop underscore,geeking out,reality bed,laid back hip hop,classic vibes"
"Shes My Muse-JP","Upbeat,driven,Attitude,Swagger,American,Blues Rock"
"Running Out Of Road-JP","Gritty,Positive,Country,Upbeat,Proud,country flair"
"Bye Bye Man-JP","Impending Doom,dangerous situation,creepy monsters,Syfy,science fiction tension,unleash the beast,growing concern,creepy crawlies,tense moments"
"JPC-Falls With Swagger-JP","Playful,Silly,Goofy,Light Hearted,Funny Hip Hop,playful hip hop,comedic hip hop,Comedy,Funny"
"Voodoo Brunch V2-JP","Dark Dramatic,dark motives,criminal activities,Sinsister,Murderous,moving documentary,Resolution,montage soundtrack,deathly encounters"
"Blue Sheet Run-MG-JP","Upbeat,Groovy,Funky,Playful,reality bed,Light Hearted"
"A False Belief-JP","Random,Mood,Think,Lost,Pensive,Street,Urban"
"Negative Thoughts-JP","Dark,Negative,Harsh,Aggressive,Wonky,Sleek,ambstep"
"Dance With Us-JP","Dance,Club,Fun,Happy,Synth Pop,Young"
"Blockbuster-JP","Epic,Dramatic,Tense,Building,Challenge,Tension"
"Documentary Hip Hop-JP","Light Tension,Urban,Tense,Street,Hip Hop,Ghetto,Real Housewives"
"The Rivalry Continues-JP","Epic,Heroic,sweeping,Lord of the Rings,Victory,Victorious"
"Las Vegas Ocean-JP","Funky,Upbeat,Strut,Retro,Strutting,Swagger"
"Legendary Intro-JP","Epic,Battle,battling,Heavy,Tense,Intense"
"Built To Build-MG-JP","upbeat biker rock,Motorcycles,on the hunt,friendly bikers,friendly tough guys,Restoration,Fixer Upper,On the Prowl,Roadtrip,Fun in the Sun,upbeat rock"
"Crawling In My Skin-JP","Impending Doom,dangerous situation,creepy monsters,Syfy,science fiction tension,unleash the beast,growing concern,creepy crawlies,tense moments"
"Mohair-JP","Funny,Quirky,Latin Feel,Lounge,Light,Funky"
"Aw You Never Lie-JP","Funky,Street,Flashy,New York City,Funk,Retro"
"The Pride of Lions-JP","Science,interesting,interested,Curious,Inquiring,crime procedural"
"Light Mystery Action-JP","Mysterious,Mystery,Science,Criminal,Investigation,Crime,Crime Scene"
"Event Horizon 120 Synth-JP","Otherworldly,space,Planet Earth,Synths,Outer Space,Blue Planet,Epic,Monumental,Vast"
"American Suburbia-JP","Dramedy,Light,Plucked,brain games,child genius,Intriguing"
"Inspiring Journey-JP","Inspirational,Motivational,Moving,Feel Good,Heartfelt,Inspired"
"Garage Kings-JP","counting cars,Pawn Stars,Fuzz,Distorted Guitar,Tough,Proud,Sports Highlights"
"Ogre-JP","Building,Intense,Hard,Hardcore,Intensifying,Metal"
"Knees Up-JP","Funky,Jam,Funk,Retro,Spy,60s"
"Exotic Landscapes-JP","Relaxed,Sensual,Rain,Rainy,Sexy,new agey"
"Pandoras Box 001-JP","Creepy,Horror,Haunted,Mysterious,Halloween,Creeping"
"Followed 001-JP","Spooky,Halloween,Scary,goblins,Haunted,Haunted House"
"Sunset Strip 002-JP","Motorcycles,Motorcycle,Tough,Edgy,Leather,Ripped,Extreme"
"Diabolicus-JP","Evil,marching,War,changes mood,Battle,battling"
"Eternal Sunshine 001-JP","Acoustic Guitar,Natural,Organic,Uplifting,Nature,folk"
"Emptiness 001-JP","minimal,Soundtrack,Moving,Emotional,Serene"
"Downtown Rain-JP","Uplifting,Urban,minimal,Pop,hopeful,Happy"
"Dancing Leaves 001-JP","Acoustic Guitar,Natural,Organic,Uplifting,Laid Back,Nature"
"Butterflies 006-JP","Natural,wholesome,folk,Nature,Folksy,Relaxed"
"JPC-Freelance Escorts-JP","Top 40,2016 pop music,Celebratory,bright synths,Dancefloor,Late Nights,party atmosphere,Summer Anthem,sexy rhythms,Celebration"
"JPC-Hermit Crab-JP","Silly,Quirky,Goofy,Light Hearted,Playful,comedic bed,Carefree,Clumsy,Desperate Housewives"
"Still Standing 001-JP","Laid Back,Feel Good,Gentle,Light,Pop,folk feel"
"Walkin Blues-JP","Lazy,Country,Backwoods,Hick,Laid Back,Strolling,Drunk,Drinking,New Orleans"
"The Messenger-JP","Upbeat,Lively,jamaican,Jamaica,Dub,Reggae"
"Aloha 002-JP","Twee,Sweet,Juno,Light,Carefree,Gentle,uke,ukulele"
"Fluffy Clouds 001-JP","Funky,Chill,Chill Out,vibe,Cool,Hip"
"Uh Oh 008-JP","Trap,Dark,Thug,minimal,drugged,Ghetto"
"Snapz-JP","Trap,Gangster,Thug,Dark,Ghetto,Nervous"
"Poor Gang-JP","Sentimental,Thinking,Pensive,Street,Urban,Melancholy"
"A Sort of Plan-JP","Soul Music,Motown sound,soul track,breakup music,60s,Retro Soul,Slow Dance,high school prom,Flashback"
"JPC-Hella Haunted-JP","Creepy,Tense,down tempo tension,hip hop tension,murder beat,Crime Scene,dark and gritty,tense beat"
"JPC-Cant Catch Me-JP","Playful,Silly,Goofy,Light Hearted,Funny Hip Hop,playful hip hop,comedic hip hop,Comedy,Funny"
"JPC-Tough Guy Walks A Poodle-JP","Silly,Quirky,Goofy,Light Hearted,Playful,comedic bed,Carefree,Clumsy,Desperate Housewives"
"JPC-That Feelin-JP","Top 40,2016 pop music,Celebratory,bright synths,Dancefloor,Late Nights,party atmosphere,Summer Anthem,sexy rhythms"
"JPC-Touchy Touchy-JP","Light Tension,Negotiation,Hostage Situation,Debate,deal making,Nervous,Anxious,Trouble Brewing"
"Braincation-JP","tech house,gritty electro,Syfy,Science Fiction,Driving Electro,Down and Dirty"
"Vice Grip V3-JP","Dark,Gritty,dirty electro,distorted synths,Badass,focused pursuit,Syfy,Science Fiction,fashionable edm,Night Life,Catwalk,Fashion show"
"Qwestin Good Vibe Edit-JP","Chill,Laid Back,Smooth,Grooving,Groove,Relaxed,Hip Hop"
"Funk That You Want-JP","bouncy,Funky,Cool,Hot,Hip Hop,Modern,reflective"
"Awaken The Titan 60-JP","Tense,Epic,Intense,Challenge,Driving,Heroic,the night manager"
"Allegheny Homecoming-JP","warm,Everyday,Holiday,Laid Back,Family,Heartwarming,Cozy,Sweet"
"Really Love Bank-JP","night out on the town,4am,Late Night,Celebration,party night,party hour,drinks with friends,Fashion Week,fashion network,Project Runway,Tyra Banks,Catwalk,Sexy,Fashionable"
"Insert Dad Joke About Millenials-JP","pop edm,happy electronica,Fashion Week,Fashionable,Fashion show,Catwalk,super models,Project Runway,Glamorous,Dance Pop,cool night club,hot and sweaty pop,mainstage edm,ultra music,tomorrowland festival"
"Lemon Twist-JP","pop edm,happy electronica,Fashion Week,Fashionable,Fashion show,Catwalk,super models,Project Runway,Glamorous,Dance Pop,cool night club,hot and sweaty pop,mainstage edm,ultra music,tomorrowland festival"
"Mindtrip-JP","epic trap,trap edm,HYPHY,turnt up,Adrenaline,powerful electronica,Electronic Hip Hop,Sub bass,Ominous,Gritty,edm trap music,Build Up,rise and drop,epic pop electronica"
"Flawed Data-JP","Nervous,Worried,Anxious,Light Tension,gone wrong,dangerous display,Tense Moment,High Stakes,Trouble"
"Earth Gazing-JP","Epic,lords of the rings,tolkien,Classical,Film Soundtrack,Melancholic"
"Dark Knight 001-JP","Tension,The Dark Knight,Christopher Nolan,Suspense,Trailer,Classical,Film Soundtrack,Aggressive"
"Adrenaline 005-JP","Tension,Trailer,The Dark Knight,Action,Christopher Nolan,Classical,Film Soundtrack,Aggressive"
"Supernova Underscore-JP","Trailer,Crescendo,Electronic,Classical,Film Soundtrack,Aggressive"
"Supernova 009-JP","Trailer,Crescendo,Epic,Classical,Film Soundtrack,Aggressive"
"Physical Grace-JP","Suspense,Sci Fi,file x files,Electronica,Ambient,Dramatic"
"Making it Happen 003-JP","Electronica,New Age,relaxante,Electronic,Ambient,reflective"
"Global Threat-JP","Trailer,Action,Batman,Electronica,Trance,Aggressive"
"Ether 002-JP","emocional,Suspense,Trailer,Classical,Film Soundtrack,Sentimental"
"Riff McTiff-JP","Building,Bluesy,Swing Dance,Jazz Club,Lazy,Laid Back"
"JPC-Lighten Up Dude-JP","Light Tension,Negotiation,Hostage Situation,Debate,deal making,Nervous,Anxious,Trouble Brewing"
"When It All Falls Down-JP","NYC,East Coast,90s,Hip Hop,Urban,Street,Soulful,Smooth"
"Still Here 002-JP","pop edm,happy electronica,Fashion Week,Fashionable,Fashion show,Catwalk,super models,Project Runway,Glamorous,Dance Pop,cool night club,hot and sweaty pop,mainstage edm,ultra music,tomorrowland festival"
"O Agora-JP","Avatar,Meditation,Yoga,World,Indian,Ambient"
"Expirando a Dor-JP","relaxante,Dream,MPB,Latin,Brazilian,Sentimental"
"Alem da Mente Pensante-JP","Mistico,relaxante,Love,World,India,Ambient"
"Aceita e Entrega-JP","Tibet,Mistico,Avatar,World,Ambient,Slow"
"A Natureza-JP","Tibet,Avatar,espiritual,World,Indian,Ambient"
"A Morte e o Eterno-JP","Meditation,Yoga,Relax,World,Indian,Ambient"
"Quem Voce Realmente E-JP","Spiritual,musica indiana,Meditation,World,Indian,Ambient"
"Os Relacionamentos-JP","espiritual,relaxante,Meditation,World,Indian,Ambient"
"O Silencio Inspirador-JP","Meditation,Yoga,Spiritual,World,India,Ambient"
"O Eu Real-JP","instrospective,Tibet,China,Ambient,Slow,World"
"Bossa In Blue-JP","Bossa Nova,Laid Back,reflective,Lounge,Latin,Latin Jazz"
"Soft Shoe Swing-JP","Laid Back,Chill,Light,Jazzy,jazz,Jazz Club"
"Waiting Time-JP","reflective,Worried,worrying,Dramatic,Drama,TV,Medical"
"Proceed With Caution 002-JP","Anxious,Nervous,Waiting,Edgy,Drama,Grey's Anatomy,Mystery,Law and Order"
"Open To Change-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Life In Limbo-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Ivory Tower-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Invisible Borders-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Hidden Danger-JP","reflective,Light Tension,1980s,Gentle,Percussion,80s"
"Hazy Days-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Floating On Air-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s,atmospheric,Dreamy"
"Face the Future-JP","reflective,hopeful,Relaxed,Dramatic,Drama,80s,1980s,Cheesy"
"Cosmic Isolation-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Come What May 001-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Chances Are Good-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s,hopeful"
"Cautiously Optimistic-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Broken Dreams 002-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Bound and Determined-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Another Time 005-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Absolutely Positively-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s,1980s,Pretty in Pink,ferris bueller"
"Absent Farewells-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"A Date With Destiny-JP","reflective,Bittersweet,Emotional,Dramatic,Drama,80s"
"Trapped Mind Full Mix-JP","Energetic,Driving,Electronic,Futuristic,Thoughtful,Thinking"
"Latin Lounging-JP","Laid Back,Sensual,Latin,Lounge,Sleepy,Dreamy"
"Change My Seat-JP","Quirky,Stealth,Sly,Sneaky,Spy,Gossip,Quirky Tension,dramedy soundtrack,Goofy,Silly"
"Ghost Party-JP","epic trap,trap edm,HYPHY,turnt up,Adrenaline,powerful electronica,Electronic Hip Hop,Sub bass,Ominous,Gritty,edm trap music,Build Up,rise and drop,epic pop electronica"
"Season Opening Shutout V2-JP","Dark,Gritty,dirty electro,distorted synths,Badass,focused pursuit,Syfy,Science Fiction,fashionable edm,Night Life,Catwalk,Fashion show"
"Whats Going On 002-JP","Nervous,Worried,Anxious,Light Tension,gone wrong,dangerous display,High Stakes,Stressful"
"JPC-Lifeguard Fantasy League V2-JP","Top 40,2016 pop music,Celebratory,bright synths,Dancefloor,Late Nights,party atmosphere,Summer Anthem,sexy rhythms"
"JPC-Kinda Sorta-JP","Top 40,2016 pop music,Celebratory,bright synths,Dancefloor,Late Nights,party atmosphere,Summer Anthem,sexy rhythms"
"Raise Your Hands-JP","High Energy,Upbeat,Retro,80s,1980s,Hot"
"Magma Beat-JP","Dramatic,circus tension,big tent event,building momentum,Anxious,High Stakes"
"Back Porch Jive-JP","Proud,Relaxed,American,Porch,swampy,Southern"
"Push On Up-JP","Soul Music,Motown sound,soul track,breakup music,60s,Retro Soul,Slow Dance,high school prom,Flashback"
"Fear of Missing Celebrity V2-JP","Quirky,Stealth,Sly,Sneaky,Spy,Gossip,Quirky Tension,dramedy soundtrack,Goofy,Silly"
"TBT Caturday V2-JP","epic trap,trap edm,HYPHY,turnt up,Adrenaline,powerful electronica,Electronic Hip Hop,Sub bass,Ominous,Gritty,edm trap music,Build Up,rise and drop,epic pop electronica"
"Urban Surfing-JP","Funky,Funk,Jam,Jammy,Retro,Throwback,Game Show,The Price is Right"
"Against The Clock 002-JP","Intense,Against the clock,Running Out of Time,Serious,On a Mission,Determined"
"The Ecstasy of Shopping-JP","Light,Playful,Silly,Funny,Sneaky,Plotting"
"Sleep Well-JP","Sleeping,Sleep,Dream,Dreaming,Dreamy,Ethereal"
"On The Battlefield 001-JP","Tense,Intense,Epic,Battle,battling,War"
"Hackerz-JP","night out on the town,4am,Late Night,Celebration,party night,party hour,drinks with friends,Fashion Week,fashion network,Project Runway,Tyra Banks,Catwalk,Sexy,Fashionable"
"Broji Instr-JP","Easy Listening,sexy vibes,Downtempo,relaxed and comfortable,new experiences,Optimistic,hopeful,Inspiring"
"Niterider Instr-JP","Easy Listening,sexy vibes,Downtempo,relaxed and comfortable,new experiences,Optimistic,Sneaky,Playful,Plucky"
"One-instr-JP","Easy Listening,sexy vibes,Downtempo,relaxed and comfortable,new experiences,Optimistic,hopeful,Inspiring,Love,Devotion,Wedding,Marriage,Romantic Period Film,Pride and Prejudice"
"Into You Instr-JP","Easy Listening,sexy vibes,Downtempo,relaxed and comfortable,new experiences,Optimistic,hopeful,Inspiring,downtempo edm"
"Road To Victory Instr-JP","Easy Listening,sexy vibes,Downtempo,relaxed and comfortable,new experiences,Optimistic,hopeful,Inspiring"
"On A Cloud-instr-JP","Easy Listening,sexy vibes,Downtempo,relaxed and comfortable,new experiences,Optimistic,hopeful,Inspiring"
"Throbbing Darkness-JP","Industrial,Dark,Heavy,percussive,Percussion,Tense"
"JPC-Bottle Service Time-JP","Top 40,2016 pop music,Celebratory,bright synths,Dancefloor,Late Nights,party atmosphere,Summer Anthem,sexy rhythms"
"Aerial Assault-JP","Car Commercial,American,Classic Rock,80s,Rock n Roll,Determined"
"The Love of my Life-JP","reflective,Sentimental,Sweet,warm,Relaxed,Reflecting,Nostalgic"
"Caribbean Party-JP","Gentle,Beach,Breezy,Laid Back,BRAZIL,Brazilian"
"Unless You Fall-instr-JP","atmospheric,Optimistic,Uplifting,Serene,Laid Back,Content"
"One Eyed Jack-instr-JP","Mellow,island vibe,Relaxing,Happy,Chill,Vacation"
"Ancient Times-JP","Heartbroken,Dramatic,Emotional,Overcoming,Heartstrings"
"Island Life-instr 001-JP","Relaxing,Peaceful,Tranquil,island vibe,Laid Back,Gentle"
"Happy and Jazzy-JP","Jazzy,jazz,Lounge,Carefree,Laid Back,Relaxed"
"Fun In The Sun-instr 001-JP","Upbeat,Positive,Uplifting,Energetic,Laid Back,Jazzy"
"Cruisin The Coastline-instr-JP","Upbeat,Smooth,Retro,Uplifting,Laid Back,Jazzy"
"Cool Party-JP","Jazzy,Jazz Club,Relaxed,Retro,70s,jazz,Chill,Laid Back,Woody Allen"
"Elegant Jazzy Night-JP","Relaxed,Jazzy,Loungy,Lounge,jazz,Trio"
"Jumping with the bear-JP","Light,Carefree,Kids,Children,Walking,Strolling"
"Searching 007-JP","Pensive,introspective,Dramatic,Moving,Thinking,moody"
